"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"VNM","Viet Nam","GSINF","II.B. Provision of infrastructure","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,7208513.4045476,,
"VNM","Viet Nam","GSINF","II.B. Provision of infrastructure","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,7112128.0004484,,
"VNM","Viet Nam","GSINF","II.B. Provision of infrastructure","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,7049944.17745,,
"VNM","Viet Nam","GSINF","II.B. Provision of infrastructure","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,7046904.5912377,,
"VNM","Viet Nam","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,38369821.165602,,
"VNM","Viet Nam","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,22389577.112026,,
"VNM","Viet Nam","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,23370785.47031,,
"VNM","Viet Nam","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,23258090.890215,,
"VNM","Viet Nam","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,40513520.227811,,
"VNM","Viet Nam","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,44840409.132226,,
"VNM","Viet Nam","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,14698762.974502,,
"VNM","Viet Nam","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,7208513.4045476,,
"VNM","Viet Nam","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,7112128.0004484,,
"VNM","Viet Nam","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,7049944.17745,,
"VNM","Viet Nam","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,7046904.5912377,,
"VNM","Viet Nam","GSMKG","II.C. Marketing and promotion","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,16511.099301041,,
"VNM","Viet Nam","GSMKG","II.C. Marketing and promotion","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,15968.806671021,,
"VNM","Viet Nam","GSMKG","II.C. Marketing and promotion","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,15649.15874077,,
"VNM","Viet Nam","GSMKG","II.C. Marketing and promotion","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMKG","II.C. Marketing and promotion","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMKG","II.C. Marketing and promotion","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMKG","II.C. Marketing and promotion","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSEDU","II.E. Education and training","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,76106.961216579,,
"VNM","Viet Nam","GSEDU","II.E. Education and training","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,23147.063224579,,
"VNM","Viet Nam","GSEDU","II.E. Education and training","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,5496697.6014418,,
"VNM","Viet Nam","GSEDU","II.E. Education and training","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,3699522.9678148,,
"VNM","Viet Nam","GSEDU","II.E. Education and training","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,4672517.1215292,,
"VNM","Viet Nam","GSEDU","II.E. Education and training","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,4049643.6113303,,
"VNM","Viet Nam","GSEDU","II.E. Education and training","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,4315061.1863721,,
"VNM","Viet Nam","GSEDU","II.E. Education and training","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,3138091.1422388,,
"VNM","Viet Nam","GSEDU","II.E. Education and training","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,2973644.3744943,,
"VNM","Viet Nam","GSEDU","II.E. Education and training","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,2990708.3886797,,
"VNM","Viet Nam","GSEDU","II.E. Education and training","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,2784332.9494947,,
"VNM","Viet Nam","GSRND","II.F. Research and development","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,84384.69656821,,
"VNM","Viet Nam","GSRND","II.F. Research and development","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,6000.1113179049,,
"VNM","Viet Nam","GSRND","II.F. Research and development","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,35929.259204125,,
"VNM","Viet Nam","GSRND","II.F. Research and development","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,80301.374782163,,
"VNM","Viet Nam","GSRND","II.F. Research and development","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,96321.678713185,,
"VNM","Viet Nam","GSRND","II.F. Research and development","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,148245.96344444,,
"VNM","Viet Nam","GSRND","II.F. Research and development","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,160485.2649694,,
"VNM","Viet Nam","GSRND","II.F. Research and development","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,205432.81721735,,
"VNM","Viet Nam","GSRND","II.F. Research and development","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,206215.10532684,,
"VNM","Viet Nam","GSRND","II.F. Research and development","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,212796.09995242,,
"VNM","Viet Nam","GSRND","II.F. Research and development","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,218939.86537489,,
"VNM","Viet Nam","GSMNG","II.G. Management of resources","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,18293335.469019,,
"VNM","Viet Nam","GSMNG","II.G. Management of resources","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,16300416.743014,,
"VNM","Viet Nam","GSMNG","II.G. Management of resources","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,16610392.654231,,
"VNM","Viet Nam","GSMNG","II.G. Management of resources","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,11062981.273828,,
"VNM","Viet Nam","GSMNG","II.G. Management of resources","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,16571816.132895,,
"VNM","Viet Nam","GSMNG","II.G. Management of resources","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,20281009.525316,,
"VNM","Viet Nam","GSMNG","II.G. Management of resources","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,19039329.688928,,
"VNM","Viet Nam","GSMNG","II.G. Management of resources","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,921843.06411976,,
"VNM","Viet Nam","GSMNG","II.G. Management of resources","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,930039.8231972,,
"VNM","Viet Nam","GSMNG","II.G. Management of resources","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,952931.74162724,,
"VNM","Viet Nam","GSMNG","II.G. Management of resources","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,979476.88766651,,
"VNM","Viet Nam","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,13999683.400069,,
"VNM","Viet Nam","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,12322844.373947,,
"VNM","Viet Nam","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,12674078.827185,,
"VNM","Viet Nam","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,7155660.0465383,,
"VNM","Viet Nam","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,12695576.111844,,
"VNM","Viet Nam","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,16532081.220903,,
"VNM","Viet Nam","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,19016973.74787,,
"VNM","Viet Nam","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,921843.06411976,,
"VNM","Viet Nam","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,930039.8231972,,
"VNM","Viet Nam","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,952931.74162724,,
"VNM","Viet Nam","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,979476.88766651,,
"VNM","Viet Nam","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,26127.276244702,,
"VNM","Viet Nam","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,24203.901574014,,
"VNM","Viet Nam","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,23952.839469417,,
"VNM","Viet Nam","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,23776.41677593,,
"VNM","Viet Nam","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,23587.284715772,,
"VNM","Viet Nam","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,22812.580958601,,
"VNM","Viet Nam","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,22355.941058242,,
"VNM","Viet Nam","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,4267524.7927046,,
"VNM","Viet Nam","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3953368.4674932,,
"VNM","Viet Nam","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,3912360.9875767,,
"VNM","Viet Nam","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,3883544.8105133,,
"VNM","Viet Nam","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,3852652.7363354,,
"VNM","Viet Nam","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,3726115.7234541,,
"VNM","Viet Nam","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,4702909.7240463,,
"VNM","Viet Nam","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,4356702.2833226,,
"VNM","Viet Nam","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4311511.104495,,
"VNM","Viet Nam","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,4279755.0196674,,
"VNM","Viet Nam","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,4245711.248839,,
"VNM","Viet Nam","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,4106264.5725482,,
"VNM","Viet Nam","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,4024069.3904836,,
"VNM","Viet Nam","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"VNM","Viet Nam","FCRRE","III.A. Payments made by the fisheries sector, for resource access rights","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
